kcet,college
99.964,"College of Engineering, Pune"
99.9500301,"Veermata Jijabai Technological Institute(VJTI), Matunga, Mumbai"
99.7494261,"Pune Institute of Computer Technology, Dhankavdi, Pune"
92.1615985,"Government Engineering College, Yavatmal"
91.023,"Sinhgad Technical Education Society's Smt. Kashibai Navale College of Engineering,Vadgaon,Pune"
89.7930955,"Nutan Maharashtra Vidya Prasarak Mandal, Nutan Maharashtra Institute of Engineering &Technology, Talegaon station, Pune"
90.08132,"Indira College of Engineering & Management, Pune"
